Number of Points,Trial Number,Graph Bandwidth,Error
8192,85,0.082914,0.039638
8192,87,0.082914,0.040782
8192,88,0.082914,0.085554
8192,89,0.082914,0.058646
8192,86,0.082914,0.058126
8192,90,0.082914,0.052611
8192,92,0.082914,0.055120
8192,96,0.082914,0.051736
8192,93,0.082914,0.055525
8192,97,0.082914,0.043825
8192,91,0.082914,0.069098
8192,94,0.082914,0.038766
8192,95,0.082914,0.067741
8192,98,0.082914,0.041683
8192,99,0.082914,0.062994
16384,17,0.060842,0.044632
16384,11,0.060842,0.047655
16384,13,0.060842,0.039170
16384,6,0.060842,0.040625
16384,4,0.060842,0.035535
16384,5,0.060842,0.034291
16384,14,0.060842,0.054879
16384,3,0.060842,1.144534
16384,1,0.060842,0.038086
16384,2,0.060842,0.045044
16384,0,0.060842,0.040351
16384,7,0.060842,0.044840
16384,12,0.060842,0.049639
16384,8,0.060842,0.029700
16384,9,0.060842,0.043080
16384,19,0.060842,0.035986
16384,18,0.060842,0.029578
16384,10,0.060842,0.049830
16384,15,0.060842,0.047407
16384,16,0.060842,0.056704
16384,22,0.060842,0.041528
16384,20,0.060842,0.046336
16384,23,0.060842,0.050942
16384,25,0.060842,0.039368
16384,30,0.060842,0.047534
16384,21,0.060842,0.038043
16384,26,0.060842,0.039652
16384,27,0.060842,0.035144
16384,37,0.060842,0.027984
16384,28,0.060842,0.046266
16384,39,0.060842,0.042630
16384,34,0.060842,0.048778
16384,36,0.060842,0.046073
16384,38,0.060842,0.051358
16384,29,0.060842,0.042459
16384,31,0.060842,0.044211
16384,24,0.060842,0.040938
16384,33,0.060842,0.050977
16384,35,0.060842,0.048440
16384,32,0.060842,0.042370
16384,41,0.060842,0.042059
16384,46,0.060842,0.060015
16384,42,0.060842,0.046229
16384,43,0.060842,0.040211
16384,45,0.060842,0.064818
16384,40,0.060842,0.043502
16384,44,0.060842,0.044432
16384,49,0.060842,0.064448
16384,47,0.060842,0.042889
16384,51,0.060842,0.051055
16384,57,0.060842,0.047059
16384,52,0.060842,0.040769
16384,48,0.060842,0.038752
16384,59,0.060842,0.055570
16384,58,0.060842,0.049157
16384,53,0.060842,0.040210
16384,54,0.060842,0.032628
16384,50,0.060842,0.061267
16384,55,0.060842,0.039229
16384,56,0.060842,0.044884
16384,60,0.060842,0.061797
16384,64,0.060842,0.046715
16384,61,0.060842,0.053268
16384,62,0.060842,0.042191
16384,66,0.060842,0.054290
16384,63,0.060842,0.047915
16384,65,0.060842,0.031037
16384,67,0.060842,0.046236
16384,68,0.060842,0.055740
16384,69,0.060842,0.036825
16384,70,0.060842,0.034432
16384,72,0.060842,0.045178
16384,73,0.060842,0.041003
16384,76,0.060842,0.038465
16384,78,0.060842,0.034025
16384,74,0.060842,0.052469
16384,71,0.060842,0.043242
16384,75,0.060842,0.046724
16384,79,0.060842,0.052055
16384,77,0.060842,0.049431
16384,80,0.060842,0.048664
16384,83,0.060842,0.037824
16384,85,0.060842,0.029566
16384,81,0.060842,0.041363
16384,82,0.060842,0.046281
16384,88,0.060842,0.040332
16384,84,0.060842,0.064890
16384,87,0.060842,0.065436
16384,86,0.060842,0.032466
16384,91,0.060842,0.031342
16384,90,0.060842,0.034926
16384,89,0.060842,0.043826
16384,93,0.060842,0.037391
16384,92,0.060842,0.033524
16384,97,0.060842,0.057045
16384,94,0.060842,0.038206
16384,98,0.060842,0.048990
16384,95,0.060842,0.046469
16384,96,0.060842,0.046840
16384,99,0.060842,0.043326
32768,0,0.044532,0.033956
32768,6,0.044532,0.025620
32768,14,0.044532,0.036632
32768,16,0.044532,0.044597
32768,1,0.044532,0.051844
32768,12,0.044532,0.044518
32768,2,0.044532,0.034396
32768,3,0.044532,0.042850
32768,8,0.044532,0.030553
32768,18,0.044532,0.045845
32768,15,0.044532,0.037444
32768,4,0.044532,0.036945
32768,19,0.044532,0.029579
32768,9,0.044532,0.032679
32768,7,0.044532,0.049535
32768,13,0.044532,0.033119
32768,17,0.044532,0.048637
32768,5,0.044532,0.036125
32768,11,0.044532,0.035469
32768,10,0.044532,0.031447
32768,21,0.044532,0.029202
32768,24,0.044532,0.035275
32768,22,0.044532,0.033112
32768,20,0.044532,0.034711
32768,23,0.044532,0.026608
32768,25,0.044532,0.027449
32768,27,0.044532,0.031959
32768,34,0.044532,0.036357
32768,28,0.044532,0.037940
32768,33,0.044532,0.030126
