Number of Points,Trial Number,Graph Bandwidth,Error
4096,0,0.137983,0.021234
4096,6,0.137983,0.027825
4096,8,0.137983,0.026514
4096,9,0.137983,0.023130
4096,1,0.137983,0.023882
4096,14,0.137983,0.022605
4096,3,0.137983,0.029956
4096,5,0.137983,0.019962
4096,4,0.137983,0.025303
4096,2,0.137983,0.022131
4096,17,0.137983,0.020881
4096,7,0.137983,0.019116
4096,11,0.137983,0.022606
4096,12,0.137983,0.036533
4096,13,0.137983,0.025387
4096,10,0.137983,0.025837
4096,18,0.137983,0.023380
4096,15,0.137983,0.020553
4096,16,0.137983,0.026959
4096,19,0.137983,0.026035
4096,21,0.137983,0.023943
4096,20,0.137983,0.023551
4096,23,0.137983,0.020694
4096,22,0.137983,0.026469
4096,25,0.137983,0.024246
4096,24,0.137983,0.020277
4096,26,0.137983,0.032887
4096,27,0.137983,0.028758
4096,28,0.137983,0.018696
4096,33,0.137983,0.021882
4096,29,0.137983,0.031368
4096,30,0.137983,0.028232
4096,31,0.137983,0.020100
4096,32,0.137983,0.024362
4096,34,0.137983,0.023357
4096,36,0.137983,0.026875
4096,35,0.137983,0.026093
4096,37,0.137983,0.019684
4096,38,0.137983,0.021690
4096,39,0.137983,0.020182
4096,41,0.137983,0.025157
4096,42,0.137983,0.021718
4096,43,0.137983,0.025943
4096,40,0.137983,0.020867
4096,44,0.137983,0.024862
4096,46,0.137983,0.019959
4096,49,0.137983,0.021046
4096,48,0.137983,0.026008
4096,47,0.137983,0.019772
4096,45,0.137983,0.031849
4096,50,0.137983,0.028948
4096,51,0.137983,0.021204
4096,54,0.137983,0.019797
4096,53,0.137983,0.021526
4096,52,0.137983,0.025947
4096,56,0.137983,0.020389
4096,55,0.137983,0.023432
4096,57,0.137983,0.028697
4096,58,0.137983,0.025508
4096,59,0.137983,0.023505
4096,60,0.137983,0.023318
4096,61,0.137983,0.032786
4096,62,0.137983,0.022136
4096,63,0.137983,0.034784
4096,65,0.137983,0.020210
4096,66,0.137983,0.019805
4096,64,0.137983,0.020540
4096,67,0.137983,0.019027
4096,68,0.137983,0.025575
4096,69,0.137983,0.024420
4096,71,0.137983,0.023312
4096,70,0.137983,0.028393
4096,72,0.137983,0.022738
4096,75,0.137983,0.019668
4096,74,0.137983,0.022963
4096,73,0.137983,0.023862
4096,76,0.137983,0.028390
4096,77,0.137983,0.022685
4096,78,0.137983,0.028316
4096,79,0.137983,0.029426
4096,80,0.137983,0.021065
4096,82,0.137983,0.026626
4096,81,0.137983,0.021150
4096,85,0.137983,0.026875
4096,84,0.137983,0.025052
4096,83,0.137983,0.024275
4096,87,0.137983,0.020602
4096,86,0.137983,0.021413
4096,88,0.137983,0.021695
4096,89,0.137983,0.033556
4096,91,0.137983,0.022564
4096,90,0.137983,0.023700
4096,92,0.137983,0.024071
4096,95,0.137983,0.021313
4096,94,0.137983,0.018622
4096,93,0.137983,0.025065
4096,96,0.137983,0.023420
4096,97,0.137983,0.023118
4096,98,0.137983,0.025087
4096,99,0.137983,0.022308
8192,14,0.118374,0.020718
8192,2,0.118374,0.015951
8192,12,0.118374,0.015307
8192,13,0.118374,0.015729
8192,10,0.118374,0.015557
8192,9,0.118374,0.017885
8192,6,0.118374,0.015309
8192,18,0.118374,0.017388
8192,0,0.118374,0.017345
8192,19,0.118374,0.015988
8192,8,0.118374,0.016666
8192,15,0.118374,0.015342
8192,3,0.118374,0.015754
8192,4,0.118374,0.017231
8192,16,0.118374,0.016411
8192,11,0.118374,0.017172
8192,17,0.118374,0.020007
8192,5,0.118374,0.016518
8192,1,0.118374,0.017823
8192,7,0.118374,0.020277
8192,20,0.118374,0.023255
8192,24,0.118374,0.015912
8192,21,0.118374,0.016810
8192,25,0.118374,0.014875
8192,23,0.118374,0.019895
8192,26,0.118374,0.019969
8192,22,0.118374,0.015175
8192,27,0.118374,0.016077
8192,29,0.118374,0.018207
8192,28,0.118374,0.016174
8192,30,0.118374,0.019788
8192,33,0.118374,0.016900
8192,38,0.118374,0.016347
8192,32,0.118374,0.013960
8192,35,0.118374,0.017258
8192,37,0.118374,0.016880
8192,31,0.118374,0.016708
8192,36,0.118374,0.024626
8192,39,0.118374,0.014464
8192,34,0.118374,0.013922
8192,40,0.118374,0.014287
8192,41,0.118374,0.018520
8192,43,0.118374,0.016084
8192,45,0.118374,0.014648
8192,44,0.118374,0.015144
8192,42,0.118374,0.014920
8192,47,0.118374,0.015363
8192,51,0.118374,0.015911
8192,46,0.118374,0.017395
8192,52,0.118374,0.019678
8192,49,0.118374,0.013690
8192,54,0.118374,0.016657
8192,55,0.118374,0.015909
8192,48,0.118374,0.020933
8192,50,0.118374,0.018007
8192,53,0.118374,0.015823
8192,56,0.118374,0.017518
8192,58,0.118374,0.014213
8192,57,0.118374,0.014166
8192,59,0.118374,0.022812
