Number of Points,Trial Number,Graph Bandwidth,Error
4096,0,0.139326,0.080866
4096,3,0.139326,0.079937
4096,11,0.139326,0.073333
4096,7,0.139326,0.069173
4096,17,0.139326,0.071960
4096,5,0.139326,0.041041
4096,2,0.139326,0.072059
4096,9,0.139326,0.053948
4096,8,0.139326,0.059937
4096,6,0.139326,0.057602
4096,19,0.139326,0.067035
4096,18,0.139326,0.070692
4096,4,0.139326,0.063788
4096,13,0.139326,0.079535
4096,12,0.139326,0.106878
4096,14,0.139326,0.064237
4096,10,0.139326,0.054929
4096,1,0.139326,0.077772
4096,15,0.139326,0.076623
4096,16,0.139326,0.073209
4096,20,0.139326,0.073686
4096,21,0.139326,0.041138
4096,26,0.139326,0.074196
4096,25,0.139326,0.059599
4096,22,0.139326,0.070074
4096,24,0.139326,0.070949
4096,23,0.139326,0.063945
4096,30,0.139326,0.062877
4096,31,0.139326,0.059677
4096,28,0.139326,0.067265
4096,27,0.139326,0.054224
4096,32,0.139326,0.065872
4096,33,0.139326,0.078961
4096,36,0.139326,0.060621
4096,38,0.139326,0.053544
4096,29,0.139326,0.077997
4096,39,0.139326,0.049408
4096,37,0.139326,0.070441
4096,35,0.139326,0.076317
4096,34,0.139326,0.078664
4096,40,0.139326,0.066338
4096,42,0.139326,0.057210
4096,43,0.139326,0.045764
4096,44,0.139326,0.043460
4096,41,0.139326,0.060962
4096,45,0.139326,0.054848
4096,47,0.139326,0.063802
4096,46,0.139326,0.062778
4096,48,0.139326,0.055032
4096,51,0.139326,0.052737
4096,52,0.139326,0.083847
4096,49,0.139326,0.065329
4096,50,0.139326,0.098804
4096,53,0.139326,0.092445
4096,58,0.139326,0.039879
4096,55,0.139326,0.041111
4096,57,0.139326,0.077779
4096,54,0.139326,0.088760
4096,59,0.139326,0.042608
4096,56,0.139326,0.141081
4096,60,0.139326,0.073352
4096,61,0.139326,0.034832
4096,63,0.139326,0.047424
4096,64,0.139326,0.081134
4096,65,0.139326,0.084548
4096,66,0.139326,0.067053
4096,68,0.139326,0.040309
4096,62,0.139326,0.051582
4096,67,0.139326,0.041382
4096,70,0.139326,0.081763
4096,73,0.139326,0.068213
4096,69,0.139326,0.063242
4096,71,0.139326,0.037190
4096,76,0.139326,0.059312
4096,74,0.139326,0.070892
4096,79,0.139326,0.068644
4096,78,0.139326,0.065986
4096,77,0.139326,0.045806
4096,72,0.139326,0.064879
4096,75,0.139326,0.052883
4096,80,0.139326,0.095774
4096,81,0.139326,0.060583
4096,82,0.139326,0.073533
4096,83,0.139326,0.057563
4096,85,0.139326,0.046258
4096,84,0.139326,0.088813
4096,86,0.139326,0.042335
4096,87,0.139326,0.087702
4096,88,0.139326,0.065968
4096,92,0.139326,0.056367
4096,89,0.139326,0.069661
4096,90,0.139326,0.082958
4096,91,0.139326,0.047301
4096,95,0.139326,0.070114
4096,99,0.139326,0.063900
4096,97,0.139326,0.069719
4096,93,0.139326,0.057466
4096,98,0.139326,0.070596
4096,94,0.139326,0.051456
4096,96,0.139326,0.073967
8192,0,0.113575,0.054968
8192,10,0.113575,0.047567
8192,7,0.113575,0.038114
8192,1,0.113575,0.059972
8192,3,0.113575,0.046889
8192,4,0.113575,0.071172
8192,5,0.113575,0.068732
8192,8,0.113575,0.044705
8192,14,0.113575,0.066629
8192,11,0.113575,0.041927
8192,18,0.113575,0.047434
8192,9,0.113575,0.043672
8192,17,0.113575,0.052513
8192,13,0.113575,0.056663
8192,2,0.113575,0.039493
8192,12,0.113575,0.056638
8192,19,0.113575,0.049566
8192,16,0.113575,0.035764
8192,15,0.113575,0.043769
8192,6,0.113575,0.054179
8192,24,0.113575,0.060072
8192,29,0.113575,0.041014
8192,23,0.113575,0.048047
8192,31,0.113575,0.060224
8192,36,0.113575,0.043736
8192,30,0.113575,0.037749
8192,26,0.113575,0.053537
8192,28,0.113575,0.037652
8192,25,0.113575,0.049479
8192,39,0.113575,0.057465
8192,20,0.113575,0.082049
8192,22,0.113575,0.054198
8192,27,0.113575,0.048698
8192,21,0.113575,0.060854
8192,32,0.113575,0.069234
8192,33,0.113575,0.061261
8192,37,0.113575,0.057489
8192,38,0.113575,0.046434
8192,34,0.113575,0.043206
8192,35,0.113575,0.061396
8192,44,0.113575,0.038769
8192,47,0.113575,0.046730
8192,40,0.113575,0.061211
8192,49,0.113575,0.047374
8192,48,0.113575,0.060078
8192,43,0.113575,0.035361
8192,45,0.113575,0.047913
8192,42,0.113575,0.067642
8192,52,0.113575,0.048067
8192,46,0.113575,0.068104
8192,41,0.113575,0.044423
8192,50,0.113575,0.066956
8192,53,0.113575,0.071448
8192,51,0.113575,0.061407
8192,57,0.113575,0.048694
8192,55,0.113575,0.058301
8192,54,0.113575,0.050638
8192,59,0.113575,0.049833
8192,58,0.113575,0.034486
8192,56,0.113575,0.057310
8192,60,0.113575,0.048860
8192,61,0.113575,0.064232
8192,63,0.113575,0.064272
8192,64,0.113575,0.056765
8192,68,0.113575,0.058065
8192,62,0.113575,0.072096
8192,65,0.113575,0.057993
8192,72,0.113575,0.044929
8192,70,0.113575,0.059326
8192,66,0.113575,0.038648
8192,67,0.113575,0.044260
8192,74,0.113575,0.089736
8192,69,0.113575,0.060858
8192,77,0.113575,0.056784
8192,71,0.113575,0.050147
8192,75,0.113575,0.038451
8192,73,0.113575,0.044430
8192,76,0.113575,0.049865
8192,79,0.113575,0.054710
8192,78,0.113575,0.054859
8192,82,0.113575,0.044129
8192,81,0.113575,0.069480
8192,80,0.113575,0.054243
8192,84,0.113575,0.045352
8192,83,0.113575,0.047317
