Number of Points,Trial Number,Graph Bandwidth,Error
4096,15,0.137983,0.141994
4096,8,0.137983,0.131447
4096,2,0.137983,0.148790
4096,4,0.137983,0.153711
4096,5,0.137983,0.127510
4096,16,0.137983,0.148736
4096,6,0.137983,0.144164
4096,0,0.137983,0.135603
4096,1,0.137983,0.149410
4096,18,0.137983,0.142200
4096,9,0.137983,0.147094
4096,12,0.137983,0.142166
4096,11,0.137983,0.141382
4096,17,0.137983,0.148601
4096,19,0.137983,0.153413
4096,13,0.137983,0.127800
4096,14,0.137983,0.134369
4096,3,0.137983,0.141932
4096,10,0.137983,0.134994
4096,7,0.137983,0.145938
4096,20,0.137983,0.147013
4096,24,0.137983,0.142405
4096,21,0.137983,0.152690
4096,25,0.137983,0.145501
4096,23,0.137983,0.141378
4096,22,0.137983,0.145183
4096,26,0.137983,0.149706
4096,27,0.137983,0.131591
4096,30,0.137983,0.145029
4096,32,0.137983,0.134750
4096,34,0.137983,0.131626
4096,36,0.137983,0.131807
4096,28,0.137983,0.142675
4096,39,0.137983,0.134510
4096,31,0.137983,0.146371
4096,33,0.137983,0.139135
4096,29,0.137983,0.139822
4096,35,0.137983,0.138478
4096,38,0.137983,0.146871
4096,37,0.137983,0.133213
4096,40,0.137983,0.139474
4096,41,0.137983,0.144846
4096,43,0.137983,0.147969
4096,45,0.137983,0.141392
4096,42,0.137983,0.136204
4096,44,0.137983,0.137901
4096,47,0.137983,0.150150
4096,46,0.137983,0.132419
4096,48,0.137983,0.155226
4096,49,0.137983,0.153348
4096,53,0.137983,0.155506
4096,50,0.137983,0.140708
4096,51,0.137983,0.149026
4096,52,0.137983,0.139917
4096,54,0.137983,0.148809
4096,57,0.137983,0.152015
4096,55,0.137983,0.147643
4096,58,0.137983,0.150204
4096,56,0.137983,0.139703
4096,59,0.137983,0.136773
4096,61,0.137983,0.134152
4096,60,0.137983,0.130284
4096,66,0.137983,0.154103
4096,63,0.137983,0.142032
4096,62,0.137983,0.151259
4096,65,0.137983,0.132191
4096,64,0.137983,0.145976
4096,68,0.137983,0.144155
4096,67,0.137983,0.146279
4096,69,0.137983,0.141945
4096,72,0.137983,0.149525
4096,70,0.137983,0.137601
4096,71,0.137983,0.139847
4096,75,0.137983,0.153656
4096,74,0.137983,0.134013
4096,76,0.137983,0.136304
4096,73,0.137983,0.146085
4096,77,0.137983,0.142904
4096,78,0.137983,0.143104
4096,79,0.137983,0.139381
4096,80,0.137983,0.145314
4096,82,0.137983,0.142022
4096,81,0.137983,0.134691
4096,84,0.137983,0.145948
4096,83,0.137983,0.136887
4096,86,0.137983,0.139298
4096,85,0.137983,0.145062
4096,87,0.137983,0.135395
4096,89,0.137983,0.144691
4096,91,0.137983,0.142946
4096,88,0.137983,0.148625
4096,90,0.137983,0.153295
4096,92,0.137983,0.145445
4096,93,0.137983,0.151845
4096,94,0.137983,0.154017
4096,95,0.137983,0.142195
4096,96,0.137983,0.148869
4096,97,0.137983,0.143240
4096,98,0.137983,0.153324
4096,99,0.137983,0.130656
8192,8,0.118374,0.122116
8192,5,0.118374,0.126034
8192,1,0.118374,0.124314
8192,0,0.118374,0.117421
8192,4,0.118374,0.117648
8192,13,0.118374,0.128274
8192,15,0.118374,0.123389
8192,19,0.118374,0.116307
8192,2,0.118374,0.127406
8192,10,0.118374,0.124491
8192,9,0.118374,0.124216
8192,18,0.118374,0.122309
8192,16,0.118374,0.122527
8192,17,0.118374,0.119150
8192,7,0.118374,0.118832
8192,12,0.118374,0.126327
8192,14,0.118374,0.119460
8192,6,0.118374,0.126099
8192,3,0.118374,0.128450
8192,11,0.118374,0.125986
8192,20,0.118374,0.120596
8192,21,0.118374,0.119808
8192,30,0.118374,0.123481
8192,22,0.118374,0.136860
8192,25,0.118374,0.130456
8192,23,0.118374,0.126043
8192,24,0.118374,0.129374
8192,27,0.118374,0.132607
8192,29,0.118374,0.132768
8192,26,0.118374,0.120708
8192,28,0.118374,0.129487
8192,31,0.118374,0.136060
8192,34,0.118374,0.128369
8192,33,0.118374,0.125872
8192,35,0.118374,0.130757
8192,32,0.118374,0.120669
8192,37,0.118374,0.123850
8192,36,0.118374,0.134311
8192,39,0.118374,0.120929
8192,38,0.118374,0.133483
8192,41,0.118374,0.121686
8192,40,0.118374,0.119935
8192,46,0.118374,0.128484
8192,43,0.118374,0.130983
8192,44,0.118374,0.121477
8192,47,0.118374,0.126520
8192,42,0.118374,0.129334
8192,45,0.118374,0.130098
8192,48,0.118374,0.125598
